web-scraper-order,web-scraper-start-url,link,link-href,snopes title,datte,subject,title,type,text
1628110443-1081,https://www.snopes.com/page/2/?s=Hurricane+irma,Hurricane Irma Floods Miami International Airport?,https://www.snopes.com/fact-check/hurricane-irma-hitting-miami-airport/,Hurricane Irma Floods Miami International Airport?,11-Sep-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Fauxtography					
				
												
					
						Hurricane Irma Floods Miami International Airport?",A video shows Hurricane Irma hitting Miami International Airport.,"False
					
						
							About this rating","On 10 September 2017, the White House’s social media director Dan Scavino, Jr. posted several images and videos showing the effects of historically huge Hurricane Irma, which ravaged the Caribbean region before moving up to Florida. 
One such video purported to show the massive storm hitting Miami International Airport, but is actually of a completely different weather system (Lidia) at a completely different location (Mexico’s Distrito Federal): 
<img loading=""lazy"" class=""aligncenter wp-image-103434"" style=""border: 1px solid black;"" src=""https://www.snopes.com/tachyon/2017/09/dan-scavino.jpg"" alt="""" width=""600"" height=""643"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/dan-scavino.jpg?resize=750%2C804&amp;zoom=1 750w, https://www.snopes.com/tachyon/2017/09/dan-scavino.jpg?resize=750%2C804&amp;zoom=0.5 375w, https://www.snopes.com/tachyon/2017/09/dan-scavino.jpg?resize=750%2C804&amp;zoom=0.25 188w"" sizes=""(max-width: 750px) 100vw, 750px"" />
This video was taken at the Aeropuerto Internacional de la Ciudad de México on 30 August 2017, and it shows the effects of Tropical Storm Lidia, not Hurricane Irma:

VIDEO | La intensa lluvia de esta tarde obligó a suspender vuelos en el Aeropuerto de la Ciudad de México, cortesía @AICM_mx pic.twitter.com/Jx6eD3zHem
— La Candente™ México (@LaCandenteMX) August 31, 2017
	
		
			
				
			
			
		
	
		
		
(Translation: “The intense rain this afternoon forced the suspension of flights at the Mexico City Airport, courtesy @AICM_mx.”)
The Miami International Airport’s Twitter account was quick to correct Scavino:

This video is not from Miami International Airport.
— Miami Int’l Airport (@iflymia) September 10, 2017

Scavino deleted the video, explaining that he was inundated with information when he shared his erroneous message: 
Thank you. It was among 100s of videos/pics I am receiving re: Irma from public. In trying to notify all, I shared – have deleted. Be safe!
Mexico had offered to send help to victims of Hurricane Harvey, which made landfall in Texas in August 2017 just days before its counterpart Irma hit the Caribbean, but rescinded the offer after a massive earthquake hit its Pacific coast on 8 September 2017, killing dozens and leaving millions of people in Mexico in need of aid."
1628110484-1084,https://www.snopes.com/page/1/?s=Hurricane+irma,Did Hurricane Irma Create a ‘Cloud Face’?,https://www.snopes.com/fact-check/did-hurricane-irma-create-a-cloud-face/,Did Hurricane Irma Create a ‘Cloud Face’?,11-Sep-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Viral Phenomena					
				
												
					
						Did Hurricane Irma Create a ‘Cloud Face’?",Hurricane Irma created a cloud formation that resembled an ominous face.,"False
					
						
							About this rating","On 11 September 2017, the web site EBUZZ.buzz posted a video on its Facebook page it described as the “Face Of Hurricane Irma !”:
<img loading=""lazy"" class=""aligncenter wp-image-103532 size-full"" style=""border: 1px solid black;"" src=""https://www.snopes.com/tachyon/2017/09/Ebuzz-FB-cloud-face.jpg"" alt="""" width=""600"" height=""557"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/Ebuzz-FB-cloud-face.jpg?resize=600%2C557&amp;zoom=1 600w, https://www.snopes.com/tachyon/2017/09/Ebuzz-FB-cloud-face.jpg?resize=600%2C557&amp;zoom=0.5 300w, https://www.snopes.com/tachyon/2017/09/Ebuzz-FB-cloud-face.jpg?resize=600%2C557&amp;zoom=0.25 150w"" sizes=""(max-width: 600px) 100vw, 600px"" />
The clip quickly went viral, amassing millions of views. But it is neither footage from Hurricane Irma — which was downgraded to a tropical storm hours after the video was posted — nor footage shot in Florida, the Caribbean, or in any location affected by the storm. As of 14 September 2017, this video — as well as one purportedly showing crabs swarming on a road because of the storm — has been pulled from EBUZZ’s Facebook page.
Another dubious Facebook page calling itself “Newsroom” attempted to pass it off as a “live” broadcast on 29 December 2017.
In fact, the footage of the unusual cloud formation was originally shot in the Canadian town of Grand Falls, New Brunswick and posted online on 1 August 2011 by Denis Laforge.
	
		
			
				
			
			
		
	
		
		
 
Laforge can be heard in the clip saying:
A face. A face. Holy frig.
After the video began spreading online, he said:
I really wanted to be neutral when I put the video on YouTube. I’m not saying it was God’s face, the devil’s or any other. I’ve gotten comments that people have seen the villain in Harry Potter. I haven’t seen the last movie of the series so I’ll go see that for sure.
The site has recycled at least one more piece of footage and passed it off as something showing the effects of Irma. On 9 September 2017, it posted video of a double tornado, claiming that it was shot “live” in Florida. In reality, the video was posted in June 2007, and it shows two funnel clouds near the Italian island of Elba in August 2006."
1628110167-1044,https://www.snopes.com/page/5/?s=Hurricane+irma,How To Seek Information on Loved Ones in Puerto Rico,https://www.snopes.com/news/2017/09/22/how-to-seek-information-or-donate-to-puerto-rico-after-hurricane-maria/,How To Seek Information on Loved Ones in Puerto Rico,22-Sep-17,"Home					
				
												
					
						News					
				
												
					
						Uncategorized					
				
												
					
						How To Seek Information on Loved Ones in Puerto Rico",null,null,"On 20 September 2017 the Category 4 Hurricane Maria made landfall in Puerto Rico, killing six people and knocking out power to the entire island.
In response to the difficulty people may be experiencing in reaching loved ones in the territory, the Puerto Rican Federal Affairs Administration (PRFAA) has urged anyone seeking “general information or assistance” to email their office at maria1@prfaa.pr.gov. The agency has also stated:
Due to the high volume of request being handled by the Disaster Relief Team, we kindly ask you not to send follow-up e-mails, unless your or your loved ones’ information has changed. If you were able to reach your loved ones, please inform us via e-mail as soon as possible.
PRFAA also established a web site, United for Puerto Rico, listing ways for people to donate funds via Paypal, using the ATH Móvil mobile app or by donating to a specific bank account number.
According to PRFAA, anyone looking to “make donations and/or volunteer” can also contact them by either calling them at 202-800-3134 or emailing them at maria2@prfa.pr.gov. Among the items requested are emergency supplies like mosquito repellant, medicine to treat diarrhea, diapers, baby formula, canned pet food, and first-aid kits. The site is also asking for donors who can provide construction supplies and volunteers who can receive material donations, as well as those who can store and ship them.
	
		
			
				
			
			
		
	
		
		
The site also contains a map identifying emergency relief centers within the territory and listing contact numbers for both each center and the local officials supervising them.
A viral Facebook post also recommended calling two other numbers: 
Hurricane Hotlines numbers for Puerto Rico to call and check on Family and Friends.
202-778-0710 

787-777-0940

877-976-2400
Please copy and paste this post. <img class=""img"" role=""presentation"" src=""https://www.facebook.com/images/emoji.php/v9/f7f/1.5/16/1f1f5_1f1f7.png"" alt="""" width=""16"" height=""16"">
The second number is that of Puerto Rico’s local radio station, WIPR, which has also reportedly asked people seeking information to call them at 787-777-0940. However, we were not able to get through after multiple attempts. The WIPR web site was also down at press time, although their Facebook page is still functioning. 
The third phone number belongs to the Puerto Rico Tourism Company, which tweeted that it was a hotline for “hotels, guests, and industry partners”: 



 
However, at press time, the hotline appeared to no longer be working. 		
			
				
			
			
		
	
		
		
Another post circulating on Facebook stated:
If anyone has contact with anyone in Puerto Rico, please spread the word that they have to reboot their phones in order to connect to the new cell phone towers. Please copy, paste and share.
However, it is unclear what the post means by “new towers.” Ramón Rosario Cortés, said in a press conference on 25 September 2017 that a local cell service provider, Claro, had erected towers in the “north and east” parts of the territory. But it is unclear whether these are new or restored towers that had already been in use. Cortés said that 27 percent of cell phone service had been re-estabished in the territory — but pointed out that this did not mean that 27 percent of its towers were working.
According to reports, some residents were able to get cell phone service by driving to locations near cell phone towers.
After hurricane Irma made landfall in Puerto Rico earlier in the month, Claro implemented an emergency plan, opening its service up to not only local homes, but schools, law enforcement, banks, hospitals, and emergency workers. But it is unclear whether this plan also involved new cellular towers.
The American Red Cross has also encouraged people to use its Safe and Sound online tracker (available in English and Spanish) to either search for loved ones or mark themselves as safe following the disaster.
In the absence of information, people desperate for information about their loved ones have taken to asking about specific towns, roads, and streets in the comments on Noticias 24/7 Facebook page (the news arm of WIPR) and the Facebook page PR Informa, which has been reporting updates about specific areas: 
		
			
				
			
			
		
	
		
		 
<img loading=""lazy"" class=""aligncenter wp-image-104663"" style=""border: 1px solid black;"" src=""https://www.snopes.com/tachyon/2017/09/facebook_patillas_blur.jpg"" alt="""" width=""600"" height=""279"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/facebook_patillas_blur.jpg?resize=628%2C292&amp;zoom=1 628w, https://www.snopes.com/tachyon/2017/09/facebook_patillas_blur.jpg?resize=628%2C292&amp;zoom=0.5 314w, https://www.snopes.com/tachyon/2017/09/facebook_patillas_blur.jpg?resize=628%2C292&amp;zoom=0.25 157w"" sizes=""(max-width: 628px) 100vw, 628px"" />
Several Facebook groups also cropped up in the aftermath to distribute news and announcements, and which some have been using to obtain information about their loved ones. Those included the open group Huracán María en Puerto Rico and the closed groups Huracan María en San lorenzo, Huracan maria mayaguez puerto rico, HURACAN MARIA CIDRA, and likely others. At least one person in Huracán María en Puerto Rico appeared to get some of the information she was seeking:
<img loading=""lazy"" class=""aligncenter wp-image-104671"" style=""border: 1px solid black;"" src=""https://www.snopes.com/tachyon/2017/09/fb_blur-1.jpg"" alt="""" width=""600"" height=""286"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/fb_blur-1.jpg?resize=627%2C299&amp;zoom=1 627w, https://www.snopes.com/tachyon/2017/09/fb_blur-1.jpg?resize=627%2C299&amp;zoom=0.5 314w, https://www.snopes.com/tachyon/2017/09/fb_blur-1.jpg?resize=627%2C299&amp;zoom=0.25 157w"" sizes=""(max-width: 627px) 100vw, 627px"" />
Anyone have information about Urb. La Planicie in Cayey, near Walgreens? 
Yes, no one in danger at the moment lost material, but I don’t have details. 
We can’t verify how the closed groups are functioning, but commenters have recommended them to each other on various other pages."
1628110515-1088,https://www.snopes.com/page/1/?s=Hurricane+irma,Does Hurricane Florence Now Contain Sharks?,https://www.snopes.com/fact-check/hurricane-now-contains-sharks/,Does Hurricane Florence Now Contain Sharks?,7-Sep-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Fauxtography					
				
												
					
						Does Hurricane Florence Now Contain Sharks?",The National Oceanic and Atmospheric Administration reported that Hurricane Florence had airlifted several sharks.,"False
					
						
							About this rating","In early September 2017, Hurricane Irma, one of the strongest storms in recorded history, hit several Caribbean islands, causing massive damage and killing at least 13 people. The destruction was not dramatic enough for some, however, as a doctored image showing a purported news ticker reading “Irma Now Contains Sharks,” surged on social media:
<img loading=""lazy"" class=""aligncenter wp-image-103116"" style=""border: 1px solid black;"" src=""https://www.snopes.com/tachyon/2017/09/hurricane-irma.jpg"" alt="""" width=""600"" height=""338"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/hurricane-irma.jpg?resize=720%2C405&amp;zoom=1 720w, https://www.snopes.com/tachyon/2017/09/hurricane-irma.jpg?resize=720%2C405&amp;zoom=0.5 360w, https://www.snopes.com/tachyon/2017/09/hurricane-irma.jpg?resize=720%2C405&amp;zoom=0.25 180w"" sizes=""(max-width: 720px) 100vw, 720px"" />
In September 2018, this same form of jape circulated again as Hurricane Florence was slated to make landfall in the Mid-Atlantic states:
<img loading=""lazy"" src=""https://www.snopes.com/tachyon/2017/09/florenceshark.jpg"" alt="""" class=""aligncenter size-full wp-image-161161"" width=""600"" height=""338"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/florenceshark.jpg?resize=828%2C465&amp;zoom=1 828w, https://www.snopes.com/tachyon/2017/09/florenceshark.jpg?resize=828%2C465&amp;zoom=0.5 414w, https://www.snopes.com/tachyon/2017/09/florenceshark.jpg?resize=828%2C465&amp;zoom=0.25 207w"" sizes=""(max-width: 828px) 100vw, 828px"" />
This image is, of course, a prank, with a news ticker digitally added as a reference to the Sharknado sci-fi movie series. Judging by the easily-missed watermark in the upper-right corner of the image (blurred out in the latter example), it was likely created on BreakYourOwnNews.com, a web site that allows users to generate their own fake news images.
	
		
			
				
			
			
		
	
		
		
The photograph of the hurricane itself was real, relative to 2007. It was taken by the National Oceanic and Atmospheric Administration (NOAA) and truly showed the massive size of Hurricane Irma as it churned in the Atlantic Ocean on the morning of 5 September 2017:
<img loading=""lazy"" class=""aligncenter wp-image-103119"" style=""border: 1px solid black;"" src=""https://www.snopes.com/tachyon/2017/09/noa-hurricane.jpg"" alt="""" width=""600"" height=""338"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/noa-hurricane.jpg?resize=1024%2C576&amp;zoom=1 1024w, https://www.snopes.com/tachyon/2017/09/noa-hurricane.jpg?resize=1024%2C576&amp;zoom=0.5 512w, https://www.snopes.com/tachyon/2017/09/noa-hurricane.jpg?resize=1024%2C576&amp;zoom=0.25 256w"" sizes=""(max-width: 1024px) 100vw, 1024px"" />
In this geocolor image captured by GOES-16 and released by the National Oceanic and Atmospheric Administration (NOAA), Hurricane Irma, a potentially catastrophic category 5 hurricane, moves westward, Tuesday morning, Sept. 5, 2017, in the Atlantic Ocean toward the Leeward Islands. This image was captured as daylight moves into the area, right, with nighttime features on the left side of the image. Hurricane Irma grew into a dangerous Category 5 storm, the most powerful seen in the Atlantic in over a decade, and roared toward islands in the northeast Caribbean Tuesday on a path that could eventually take it to the United States. (NOAA via AP)
With sites such as BreakYourOwnNews.com, users can make wild claims look real. As an experiment, we used the web site for our own purposes:
<img loading=""lazy"" class=""aligncenter wp-image-103122"" style=""border: 1px solid black;"" src=""https://www.snopes.com/tachyon/2017/09/breaking-news-1.jpg"" alt="""" width=""600"" height=""338"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/breaking-news-1.jpg?resize=1280%2C720&amp;zoom=1 1280w, https://www.snopes.com/tachyon/2017/09/breaking-news-1.jpg?resize=1280%2C720&amp;zoom=0.5 640w, https://www.snopes.com/tachyon/2017/09/breaking-news-1.jpg?resize=1280%2C720&amp;zoom=0.25 320w"" sizes=""(max-width: 1280px) 100vw, 1280px"" />
Although there have been reports of tornadoes lifting (and later dropping) various animals, the scenario depicted in the Sharknado series, in which a tornado caused dozens of great white sharks to rain from the sky, was far-fetched."
1628110536-1091,https://www.snopes.com/page/1/?s=Hurricane+irma,Did Hurricane Irma Draw the Water Away from Beaches in Florida and the Bahamas?,https://www.snopes.com/fact-check/irma-beaches-water/,Did Hurricane Irma Draw the Water Away from Beaches in Florida and the Bahamas?,11-Sep-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Science					
				
												
					
						Did Hurricane Irma Draw the Water Away from Beaches in Florida and the Bahamas?",Hurricane Irma had the effect of drawing water away from stretches of coastline in Florida and the Bahamas.,"True
					
						
							About this rating","In September 2017, following the arrival of Hurricane Irma in the Caribbean and Florida, several reports emerged featuring remarkable photographs and videos that appeared to show beaches in the Bahamas and Florida devoid of water.
The Huffington Post wrote:
Hurricane Irma is so powerful that it has temporarily sucked the ocean away from beaches in Florida and the Bahamas in recent days. 
Twitter user @Piznack, one of multiple people to share videos of the strange scene, tweeted on Saturday: “Y’all my family in the Bahamas said Irma sucked up all the water. There’s literally no water. The beach and ocean are gone.”
 



Long Island, Bahamas: Where’s the ocean? pic.twitter.com/YCmWzUVBKI
— piz (@Piznack) September 9, 2017

	
		
			
				
			
			
		
	
		
		
The Atlantic wrote:
We got an extraordinary look at the physical reality of storm surge this weekend as Hurricane Irma seethed across the Straits of Florida. Storm surge doesn’t just mean there’s an excess of water in one place; it also mean there’s water missing from somewhere else. All that water didn’t come from nowhere, after all. 
The Atlantic included the same video as the Huffington Post, but attributed it to Twitter user @Kaydi_K, even though it was posted two hours earlier by @Piznack. It’s not clear who owns this particular video. 



I am in disbelief right now… This is Long Island, Bahamas and the ocean water is missing!!! That’s as far as they see #HurricaneIrma wtf pic.twitter.com/AhPAonjO6s
— #ForeverFlourish (@Kaydi_K) September 9, 2017


The strange phenomenon was also captured on video by a city official in Clearwater, Florida:



Creepy site – water in Tampa Bay is already being sucked out. This is view from downtown St. Pete waterfront. #HurricaneIrma pic.twitter.com/4hqRDSrDsh
— Jason Beisel (@JasonBeisel) September 10, 2017

These videos appear to show a real meteorological phenomenon called “negative surge.”
Jamie Rhome, a storm surge specialist at the National Hurricane Center, confirmed to us that Hurricane Irma had caused negative surge. Rhome told us that the phenomenon occurs when “Winds ahead of the storm blow the water off the coast.”
It’s the same force that blows the water towards land [positive surge], except it’s blowing the water away from land. 
Receding tides could play a role in this phenomenon, but according to Rhome, hurricane-strength winds are the key force at play."
1628110252-1056,https://www.snopes.com/page/4/?s=Hurricane+irma,Researchers Use Leaf Blower to See How Lizards Endure Storms,https://www.snopes.com/ap/2018/07/25/researchers-use-leaf-blower-see-lizards-endure-storms/,Researchers Use Leaf Blower to See How Lizards Endure Storms,null,"Home					
				
												
					
						AP News					
				
												
					
						Science					
				
												
					
						Researchers Use Leaf Blower to See How Lizards Endure Storms",null,"This article was republished here with permission from The Associated Press, however it is no longer available to read on Snopes.com.",null
1628110114-1038,https://www.snopes.com/page/5/?s=Hurricane+irma,Dorian Becomes a Category 4 Monster Powering Toward Florida,https://www.snopes.com/ap/2019/08/30/dorian-becomes-a-category-4-monster-powering-toward-florida/,Dorian Becomes a Category 4 Monster Powering Toward Florida,null,"Home					
				
												
					
						AP News					
				
												
					
						Nature					
				
												
					
						Dorian Becomes a Category 4 Monster Powering Toward Florida",null,"This article was republished here with permission from The Associated Press, however it is no longer available to read on Snopes.com.",null
1628110248-1055,https://www.snopes.com/page/4/?s=Hurricane+irma,"Hurricane Maria Smashes Dominica, Threatens Puerto Rico",https://www.snopes.com/ap/2017/09/19/hurricane-maria-dominica/,"Hurricane Maria Smashes Dominica, Threatens Puerto Rico",null,"Home					
				
												
					
						AP News					
				
												
					
						Science					
				
												
					
						Hurricane Maria Smashes Dominica, Threatens Puerto Rico",null,"This article was republished here with permission from The Associated Press, however it is no longer available to read on Snopes.com.",null
1628110334-1066,https://www.snopes.com/page/3/?s=Hurricane+irma,Airlines Battle Price-Gouging Allegations as Hurricane Irma Advances on Florida,https://www.snopes.com/news/2017/09/08/airlines-battle-price-gouging-allegations-irma-florida/,Airlines Battle Price-Gouging Allegations as Hurricane Irma Advances on Florida,8-Sep-17,"Home					
				
												
					
						News					
				
												
					
						Uncategorized					
				
												
					
						Airlines Battle Price-Gouging Allegations as Hurricane Irma Advances on Florida",null,null,"Several airlines instituted price caps on flights out of Florida after being accused online of gouging prices in advance of Hurricane Irma making landfall in the state.
As recently as 7 September 2017, people in Miami — which is projected to be in the path of the storm center — reported seeing exorbitant prices on travel booking websites.
Earlier on in the day, our own search for flights out of Miami on the website Kayak.com (a third-party site that lists prices available through travel retailers) showed United Airlines flights leaving the city on 8 September 2017 to Los Angeles and returning three days later priced as high as $2,014:
<img loading=""lazy"" class=""size-full wp-image-103187 aligncenter"" style=""border: 1px solid black;"" src=""https://www.snopes.com/tachyon/2017/09/United-Kayak1-Miami-to-LA-roundtrip.jpg"" alt="""" width=""600"" height=""259"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/United-Kayak1-Miami-to-LA-roundtrip.jpg?resize=600%2C259&amp;zoom=1 600w, https://www.snopes.com/tachyon/2017/09/United-Kayak1-Miami-to-LA-roundtrip.jpg?resize=600%2C259&amp;zoom=0.5 300w, https://www.snopes.com/tachyon/2017/09/United-Kayak1-Miami-to-LA-roundtrip.jpg?resize=600%2C259&amp;zoom=0.25 150w"" sizes=""(max-width: 600px) 100vw, 600px"" />
However, those flights were no longer listed by the evening. United spokesperson Frank Benenati told us that while the airline typically only has 12 flights out of Miami per day (compared to more than 400 out of Texas, parts of which suffered extreme damage from Hurricane Harvey earlier in the month), it added six one-way flights out of Miami and Ft. Lauderdale “to get more folks out” and capped the price for each at $399.
	
		
			
				
			
			
		
	
		
		
Another exhorbitant listing posted online — which has also been corrected — showed a United flight from Miami to Atlanta on 7 September costing just over $6,300. Benenati called that post “a glitch in the computer”:
We flew one of our international wide-body jets down to Florida, a plane that doesn’t typically do that route. The system kind of had a little glitch on one of the seats and someone saw that and thought that those were the prices for all of the seats, which wasn’t true. The second we saw it online we fixed it.
Delta Airlines was also criticized in a widely-distributed tweet on 5 September 2017 that included a picture of a flight from Miami to Phoenix, Arizona priced at $3,258.00:
<img loading=""lazy"" class=""size-full wp-image-103220 aligncenter"" style=""border: 1px solid black;"" src=""https://www.snopes.com/tachyon/2017/09/Delta-price-tweet-5-September-2017.jpg"" alt="""" width=""600"" height=""342"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/Delta-price-tweet-5-September-2017.jpg?resize=600%2C342&amp;zoom=1 600w, https://www.snopes.com/tachyon/2017/09/Delta-price-tweet-5-September-2017.jpg?resize=600%2C342&amp;zoom=0.5 300w, https://www.snopes.com/tachyon/2017/09/Delta-price-tweet-5-September-2017.jpg?resize=600%2C342&amp;zoom=0.25 150w"" sizes=""(max-width: 600px) 100vw, 600px"" />
After the image was shared more than 39,000 times  on Twitter, the poster praised the airline in a follow-up tweet:

		
			
				
			
			
		
	
		
		

However, on 7 September, we found Delta flights to Newark International Airport in New Jersey for the same dates at just under $2,000:
<img loading=""lazy"" class=""size-full wp-image-103218 aligncenter"" style=""border: 1px solid black;"" src=""https://www.snopes.com/tachyon/2017/09/Delta-via-Kayak-Miami-to-Newark-leaving-8-Sept.jpg"" alt="""" width=""600"" height=""388"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/Delta-via-Kayak-Miami-to-Newark-leaving-8-Sept.jpg?resize=600%2C388&amp;zoom=1 600w, https://www.snopes.com/tachyon/2017/09/Delta-via-Kayak-Miami-to-Newark-leaving-8-Sept.jpg?resize=600%2C388&amp;zoom=0.5 300w, https://www.snopes.com/tachyon/2017/09/Delta-via-Kayak-Miami-to-Newark-leaving-8-Sept.jpg?resize=600%2C388&amp;zoom=0.25 150w"" sizes=""(max-width: 600px) 100vw, 600px"" />
In each case, those prices were not listed on Kayak by that evening. 
As the New York Times reported, those costly airfares may simply have been standard high-priced, last-minute fares that were only noticed due to the imminent arrival of a hurricane, not a deliberate attempt to price- gouge persons fleeing the storm:

The optics aren’t good for an industry that has had plenty of bad press recently, but the price increases causing the most recent public relations nightmare might just be business as usual.
“Sure, some are high, but last-minute fares are often more expensive in general,” George Hobica, the founder of AirfareWatchdog.com, wrote in an email. “I don’t think airlines would be callous or stupid enough to be consciously jacking up fares.”
Airfare data by Hopper shows that the price hikes that took place this past week are similar to those from two weeks ago, suggesting that the price changes are typical for a week of departure flights.
“If there’s any gouge, it’s just the last minute walk-up airfares that are designed for desperate business fliers,” Mr. Hobica said. “It’s just the computer programs doing what they do when it’s last minute and seats are scarce.”

Delta also released a statement on the controversy, saying that they would be capping fares for south Florida flights:
Delta has capped one-way fares in all cabins at $399 for flights to and from southern Florida through Sept. 13. Delta has been examining and adjusting fares in Florida since early this week, when Irma’s path became apparent and demand to fly out of the area surged.		
			
				
			
			
		
	
		
		
Two other airlines, JetBlue and American Airlines, also instituted their own price caps for people looking to escape Irma as the hurricane headed toward Florida. The storm’s approach came less than a month after Hurricane Harvey caused widespread damage in southeast Texas.
Irma could also be followed soon by two other hurricanes, Jose and Katia. The sudden spate of potentially damaging storms, Benenati said, represents “a new dynamic” for United to contend with:
I think that Harvey and now Irma are not putting to the test what Mother Nature can do and the airlines will have to do as best they can in the situation that’s presented to them.
State Attorney General Pam Bondi has instituted a hotline for consumers to call if they suspected they were the victims of price-gouging. However, the state law against the practice only covers “essential items,” and not airline prices. An official with the Department of Transportation, which has jurisdiction over the issue, told us that the agency is currently evaluating complaints from areas affected by both Irma and Harvey.
A spokesperson for Bondi’s office, Kylie Mason, told us that more than 2,000 complaints about alleged price-gouging had been reported as of 7 September 2017. She added:
We are receiving complaints about airline tickets and have been in contact with airlines to request voluntary compliance.
Hurricane Irma, which has already killed at least 10 people, is projected to hit Florida’s southern region on 10 September 2017. Gov. Rick Scott (R) declared a state of emergency and as of press time, more than 650,000 residents of Miami-Dade County had been ordered to evacuate."
1628110195-1048,https://www.snopes.com/page/4/?s=Hurricane+irma,"Puerto Rico Without Electricity, Worries About Failing Dam",https://www.snopes.com/ap/2017/09/22/puerto-rico-without-electricity-worries-failing-dam/,"Puerto Rico Without Electricity, Worries About Failing Dam",null,"Home					
				
												
					
						AP News					
				
												
					
						World News					
				
												
					
						Puerto Rico Without Electricity, Worries About Failing Dam",null,"This article was republished here with permission from The Associated Press, however it is no longer available to read on Snopes.com.",null
